FunctionName\MatrixSize,3,6,10,22,40,77,150,280,530,1000
Matrix Addition,0.13185929387331258,0.21991640378548896,0.44604372355430183,0.7430999999999999,1.9407999999999999,6.685,26.9115,94.292,592.172,2030.8645
Matrix Multiplication,0.13180134854771786,0.2196435331230284,0.44484523809523807,0.7419722222222221,1.94765,6.7749,26.8825,94.457,591.2955,2037.662
Element Wise Operations,1.3564444444444443,3.3032777777777778,8.034,26.185,77.1805,282.8715,1058.727,3750.046,13796.037,48897.948
