FunctionName\MatrixSize,3,6,10,22,40,77,150,280,530,1000
Matrix Addition,0.13188413361169102,0.21918675352877307,0.4442785613540198,0.7512625899280575,2.00515,6.7546,26.9865,93.881,582.701,2062.6515
Matrix Multiplication,0.13158930425752857,0.21836942328618061,0.44186879432624115,0.7453055555555556,2.01155,6.774,27.0415,94.232,582.8885,2062.503
Element Wise Operations,1.3570425531914894,3.3026666666666666,8.074416666666666,26.4605,77.728,282.967,1060.5805,3758.947,13790.944,48940.219
