FunctionName\MatrixSize,3,6,10,22,40,77,150,280,530,1000
Matrix Addition,0.12823336798336799,0.21628138075313807,0.438643153526971,0.7414965034965034,1.93475,6.6462,26.858,93.7985,585.237,2047.131
Matrix Multiplication,0.1295298353909465,0.21456851464435148,0.4388554633471646,0.7443571428571429,1.9261,6.8481000000000005,26.8565,93.7835,585.416,2047.3525
Element Wise Operations,1.363046511627907,3.319833333333333,8.004583333333334,26.157,77.1615,282.802,1060.481,3755.5715,13812.484,48974.321
